[22:39:11] - C:\Developpement\Github\Universal-XML-Scraper2\Universal XML Scraper V2.au3 (In Progress)
[22:39:11] - WIN_10(X64) - 040C
[22:39:11] - > Dev version
[22:39:11] - Starting files installation
[22:39:11] - > Ending files installation
[22:39:11] - > Verbose LVL : 3
[22:39:11] - > Path to ini : C:\Developpement\Github\Universal-XML-Scraper2\UXS-config.ini
[22:39:11] - > Path to log : C:\Developpement\Github\Universal-XML-Scraper2\log.txt
[22:39:11] - > Path to language : C:\Developpement\Github\Universal-XML-Scraper2\LanguageFiles
[22:39:11] - Language Selected : 040c
[22:39:11] - > Update Checking
[22:39:12] - > File Downloaded : C:\Developpement\Github\Universal-XML-Scraper2\changelog.txt
[22:39:12] - > -In 1 try and 1.03s
[22:39:12] - Local : In Progress - Github : 1.5.0.11
[22:39:12] - > _XML_GetNodeAttributeValue (Profil) = ScreenScraper(MIX)-Recalbox v4
[22:39:12] - > _XML_GetNodeAttributeValue (Profil) = ScreenScraper-Recalbox v0
[22:39:12] - > _XML_GetNodeAttributeValue (Profil) = ScreenScraper-Recalbox v4
[22:39:12] - Profil selected : C:\Developpement\Github\Universal-XML-Scraper2\ProfilsFiles\Screenscraper-RecalboxV4.xml
[22:39:12] - --------------------------------------------------------------------------------
[22:39:12] - http://www.screenscraper.fr/api/systemesListe.php?devid=Screech&devpassword=Screech201601281533y&softname=UniversalXMLScraper(TestDev)&output=XML
[22:39:12] - --------------------------------------------------------------------------------
[22:39:19] - > File Downloaded : C:\Developpement\Github\Universal-XML-Scraper2\Ressources\systemlist.xml
[22:39:19] - > -In 1 try and 6.95s
[22:39:19] - > systemlist.xml Opened
[22:39:19] - > GUI Constructed
[22:39:19] - > _XML_GetValue (Profil/AutoConf/Source_RootPath) = \\SYNO-SCREECH\Emulation\roms
[22:39:19] - > _XML_GetValue (Profil/AutoConf/Target_XMLName) = gamelist.xml
[22:39:19] - > _XML_GetValue (Profil/AutoConf/Target_RomPath) = ./
[22:39:19] - > _XML_GetValue (Profil/AutoConf/Source_ImagePath) = downloaded_images
[22:39:19] - > _XML_GetValue (Profil/AutoConf/Target_ImagePath) = ./downloaded_images/
[22:39:19] - > _XML_GetValue (Profil/General/Source_Image) = Screenscraper.jpg
[22:39:19] - > _XML_GetValue (Profil/General/Target_Image) = RecalboxV4.jpg
[22:39:19] - > SSH Enable
[22:39:19] - > _XML_GetValue (Profil/Plink/Command) = 4 Elements
[22:39:19] - > GUI Refresh
[22:39:26] - > _XML_GetNodeAttributeValue (Profil) = ScreenScraper(MIX)-Recalbox v4
[22:39:26] - > _XML_GetNodeAttributeValue (Profil) = ScreenScraper-Recalbox v0
[22:39:26] - > _XML_GetNodeAttributeValue (Profil) = ScreenScraper-Recalbox v4
[22:39:29] - > Value selected : C:\Developpement\Github\Universal-XML-Scraper2\ProfilsFiles\Screenscraper(MIX)-RecalboxV4.xml
[22:39:29] - Profil selected : C:\Developpement\Github\Universal-XML-Scraper2\ProfilsFiles\Screenscraper(MIX)-RecalboxV4.xml
[22:39:29] - > _XML_GetValue (Profil/AutoConf/Source_RootPath) = \\SYNO-SCREECH\Emulation\roms
[22:39:29] - > _XML_GetValue (Profil/AutoConf/Target_XMLName) = gamelist.xml
[22:39:29] - > _XML_GetValue (Profil/AutoConf/Target_RomPath) = ./
[22:39:29] - > _XML_GetValue (Profil/AutoConf/Source_ImagePath) = downloaded_images
[22:39:29] - > _XML_GetValue (Profil/AutoConf/Target_ImagePath) = ./downloaded_images/
[22:39:29] - > _XML_GetValue (Profil/General/Source_Image) = Screenscraper (MIX).jpg
[22:39:29] - > _XML_GetValue (Profil/General/Target_Image) = RecalboxV4.jpg
[22:39:29] - > SSH Enable
[22:39:29] - > _XML_GetValue (Profil/Plink/Command) = 4 Elements
[22:39:29] - > GUI Refresh
[22:39:32] - > $vTarget_XMLName = \\SYNO-SCREECH\Emulation\roms\sega32x\gamelist.xml
[22:39:32] - > $vSource_RomPath = \\SYNO-SCREECH\Emulation\roms\sega32x
[22:39:32] - > $vTarget_RomPath = ./
[22:39:32] - > $vSource_ImagePath = \\SYNO-SCREECH\Emulation\roms\sega32x\downloaded_images
[22:39:32] - > $vTarget_ImagePath = ./downloaded_images/
[22:39:32] - > $vScrape_Mode = 0
[22:39:32] - > $MissingRom_Mode = 0
[22:39:32] - > $CountryPic_Mode = 0
[22:39:32] - > GUI Desactivated (Scrape in progress)
[22:39:32] - > vScrape_Mode = 0 And \\SYNO-SCREECH\Emulation\roms\sega32x\gamelist.xml = 30432 ---> _XML_Make
[22:39:32] - > _XML_GetValue (Profil/Root/Target_Value) = gameList
[22:39:32] - > _XML_GetValue (Data/systeme/noms/*) = 138 Elements
[22:45:26] - > Write Value : publisher = Sega
[22:45:26] - > _XML_GetValue (/Profil/Element[15]/Target_Type) = XML_Value
[22:45:26] - > _XML_GetValue (/Profil/Element[15]/Source_Type) = XML_Value
[22:45:26] - > _XML_GetValue (/Profil/Element[15]/Source_Value) = Data/jeu/genres/genres_%LANG%/genre_%LANG%
[22:45:26] - > _XML_GetValue (Data/jeu/genres/genres_fr/genre_fr) = Combat
[22:45:26] - > _XML_GetValue (/Profil/Element[15]/Target_Value) = gameList/game/genre
[22:45:26] - > Write Value : genre = Combat
[22:45:26] - > _XML_GetValue (/Profil/Element[16]/Target_Type) = XML_Value
[22:45:26] - > _XML_GetValue (/Profil/Element[16]/Source_Type) = XML_Value
[22:45:26] - > _XML_GetValue (/Profil/Element[16]/Source_Value) = Data/jeu/joueurs
[22:45:26] - > _XML_GetValue (Data/jeu/joueurs) = 1-2
[22:45:26] - > _XML_GetValue (/Profil/Element[16]/Target_Value) = gameList/game/players
[22:45:26] - > Write Value : players = 1-2
[22:45:26] - > _XML_GetValue (/Profil/Element[17]/Target_Type) = XML_Value
[22:45:26] - > _XML_GetValue (/Profil/Element[17]/Source_Type) = Fixe_Value
[22:45:26] - > _XML_GetValue (/Profil/Element[17]/Source_Value) = 
[22:45:26] - > _XML_GetValue (/Profil/Element[17]/Target_Value) = gameList/game/favorite
[22:45:26] - > Write Value : favorite = 
[22:45:26] - > _XML_GetValue (/Profil/Element[18]/Target_Type) = XML_Value
[22:45:26] - > _XML_GetValue (/Profil/Element[18]/Source_Type) = XML_Value
[22:45:26] - > _XML_GetValue (/Profil/Element[18]/Source_Value) = Data/jeu/region
[22:45:26] - > _XML_GetValue (Data/jeu/region) = Europe
[22:45:26] - > _XML_GetValue (/Profil/Element[18]/Target_Value) = gameList/game/region
[22:45:26] - > Write Value : region = Europe
[22:45:26] - > _XML_GetValue (/Profil/Element[19]/Target_Type) = XML_Value
[22:45:26] - > _XML_GetValue (/Profil/Element[19]/Source_Type) = Fixe_Value
[22:45:26] - > _XML_GetValue (/Profil/Element[19]/Source_Value) = 
[22:45:26] - > _XML_GetValue (/Profil/Element[19]/Target_Value) = gameList/game/romtype
[22:45:26] - > Write Value : romtype = 
[22:45:26] - > _XML_GetValue (/Profil/Element[20]/Target_Type) = XML_Value
[22:45:26] - > _XML_GetValue (/Profil/Element[20]/Source_Type) = Fixe_Value
[22:45:26] - > _XML_GetValue (/Profil/Element[20]/Source_Value) = 
[22:45:26] - > _XML_GetValue (/Profil/Element[20]/Target_Value) = gameList/game/hidden
[22:45:26] - > Write Value : hidden = 
[22:45:27] - > _XML_GetValue (/Profil/Element[21]/Target_Type) = EMPTY
[22:45:27] - --------------------------------------------------------------------------------
[22:45:27] - End Of Elements
[22:45:27] - --------------------------------------------------------------------------------
[22:45:27] - Virtua Fighter (Europe) scraped in 1.48s - FOUND
[22:45:27] - > Virtua Racing Deluxe (Europe) To Scrape ($vScrape_Mode=0)
[22:45:27] - Rom Info (Virtua Racing Deluxe (Europe).zip) Hash in 0.05s
[22:45:27] - > Size : 1287621
[22:45:27] - > CRC32 : F9555CD4
[22:45:27] - > MD5 : 55D23E770A8C9DFFF28DB82234AECB2C
[22:45:27] - > SHA1 : 08E1B378DFA11DEE5335D173A07236E811670B8E
[22:45:27] - --------------------------------------------------------------------------------
[22:45:27] - http://www.screenscraper.fr/api/jeuInfos.php?devid=Screech&devpassword=Screech201601281533y&softname=UniversalXMLScraper(TestDev)&output=xml&crc=F9555CD4&md5=55D23E770A8C9DFFF28DB82234AECB2C&sha1=1287621&systemeid=19&romtype=rom&romnom=Virtua Racing Deluxe (Europe)&romtaille=1287621
[22:45:27] - --------------------------------------------------------------------------------
[22:45:27] - > File Downloaded : C:\Developpement\Github\Universal-XML-Scraper2\TEMP\Virtua Racing Deluxe (Europe).xml
[22:45:27] - > -In 1 try and 0.26s
[22:45:27] - > _XML_GetValue (Profil/Game/Target_Value) = gameList/game
[22:45:27] - > Write Value : game = 
[22:45:27] - > _XML_GetValue (/Profil/Element[1]/Target_Type) = XML_Attribute
[22:45:27] - > _XML_GetValue (/Profil/Element[1]/Source_Type) = XML_Value
[22:45:27] - > _XML_GetValue (/Profil/Element[1]/Source_Value) = Data/jeu/id
[22:45:27] - > _XML_GetValue (Data/jeu/id) = 12686
[22:45:27] - > _XML_GetValue (/Profil/Element[1]/Target_Attribute_Name) = id
[22:45:27] - > _XML_GetValue (/Profil/Element[1]/Target_Value) = gameList/game
[22:45:27] - > _XML_GetValue (/Profil/Element[2]/Target_Type) = XML_Attribute
[22:45:27] - > _XML_GetValue (/Profil/Element[2]/Source_Type) = Fixe_Value
[22:45:27] - > _XML_GetValue (/Profil/Element[2]/Source_Value) = ScreenScraper
[22:45:27] - > _XML_GetValue (/Profil/Element[2]/Target_Attribute_Name) = source
[22:45:27] - > _XML_GetValue (/Profil/Element[2]/Target_Value) = gameList/game
[22:45:27] - > _XML_GetValue (/Profil/Element[3]/Target_Type) = XML_Value
[22:45:27] - > _XML_GetValue (/Profil/Element[3]/Source_Type) = Variable_Value
[22:45:27] - > _XML_GetValue (/Profil/Element[3]/Source_Value) = %XML_Rom_Path%
[22:45:27] - > _XML_GetValue (/Profil/Element[3]/Target_Value) = gameList/game/path
[22:45:27] - > Write Value : path = ./Virtua Racing Deluxe (Europe).zip
[22:45:27] - > _XML_GetValue (/Profil/Element[4]/Target_Type) = XML_Value
[22:45:27] - > _XML_GetValue (/Profil/Element[4]/Source_Type) = Fixe_Value
[22:45:27] - > _XML_GetValue (/Profil/Element[4]/Source_Value) = 
[22:45:27] - > _XML_GetValue (/Profil/Element[4]/Target_Value) = gameList/game/emulator
[22:45:27] - > Write Value : emulator = 
[22:45:27] - > _XML_GetValue (/Profil/Element[5]/Target_Type) = XML_Value
[22:45:27] - > _XML_GetValue (/Profil/Element[5]/Source_Type) = Fixe_Value
[22:45:27] - > _XML_GetValue (/Profil/Element[5]/Source_Value) = 
[22:45:27] - > _XML_GetValue (/Profil/Element[5]/Target_Value) = gameList/game/core
[22:45:27] - > Write Value : core = 
[22:45:27] - > _XML_GetValue (/Profil/Element[6]/Target_Type) = XML_Value
[22:45:27] - > _XML_GetValue (/Profil/Element[6]/Source_Type) = XML_Value
[22:45:27] - > _XML_GetValue (/Profil/Element[6]/Source_Value) = Data/jeu/noms/nom_%COUNTRY%
[22:45:27] - > _XML_GetValue (/Profil/Country/Source_Value) = Data/jeu/region
[22:45:27] - > _XML_GetValue (Data/jeu/region) = Europe
[22:45:27] - > _XML_GetValue (Data/jeu/noms/nom_eu) = EMPTY
[22:45:27] - > _XML_GetValue (Data/jeu/noms/nom_fr) = EMPTY
[22:45:27] - > _XML_GetValue (Data/jeu/noms/nom_eu) = EMPTY
[22:45:27] - > _XML_GetValue (Data/jeu/noms/nom_us) = Virtua Racing Deluxe
[22:45:27] - > _XML_GetValue (/Profil/Element[6]/Target_Value) = gameList/game/name
[22:45:27] - > Write Value : name = Virtua Racing Deluxe
[22:45:27] - > _XML_GetValue (/Profil/Element[7]/Target_Type) = XML_Value
[22:45:27] - > _XML_GetValue (/Profil/Element[7]/Source_Type) = XML_Value
[22:45:27] - > _XML_GetValue (/Profil/Element[7]/Source_Value) = Data/jeu/synopsis/synopsis_%LANG%
[22:45:27] - > _XML_GetValue (Data/jeu/synopsis/synopsis_fr) = Virtua Racing Deluxe sur Megadrive 32X est un jeu de courses proposant trois catégories d'automobiles, des formule-1, des stock cars ainsi que des véhicules prototypes. Cinq circuits et trois modes de jeu sont mis à disposition : une course simple, un contre-la-montre ainsi qu'un mode Versus qui permet d'affronter un adversaire en écran partagé. A vos marques...
[22:45:27] - > _XML_GetValue (/Profil/Element[7]/Target_Value) = gameList/game/desc
[22:45:27] - > Write Value : desc = Virtua Racing Deluxe sur Megadrive 32X est un jeu de courses proposant trois catégories d'automobiles, des formule-1, des stock cars ainsi que des véhicules prototypes. Cinq circuits et trois modes de jeu sont mis à disposition : une course simple, un contre-la-montre ainsi qu'un mode Versus qui permet d'affronter un adversaire en écran partagé. A vos marques...
[22:45:27] - > _XML_GetValue (/Profil/Element[8]/Target_Type) = XML_Path
[22:45:27] - > _XML_GetValue (/Profil/Element[8]/Source_Type) = XML_Download
[22:45:27] - > _XML_GetValue (/Profil/Element[8]/Source_Value) = Data/jeu/medias/media_screenshot
[22:45:27] - > _XML_GetValue (Data/jeu/medias/media_screenshot) = http://www.screenscraper.fr/api/mediaJeu.php?devid=Screech&devpassword=Screech201601281533y&softname=UniversalXMLScraper(TestDev)&crc=&md5=&sha1=&systemeid=19&jeuid=12686&media=ss&mediaformat=png
[22:45:27] - > _XML_GetValue (/Profil/Element[8]/Source_Download_Tag) = -image
[22:45:27] - > _XML_GetValue (/Profil/Element[8]/Source_Download_Ext) = jpg
[22:45:27] - > _XML_GetValue (/Profil/Element[8]/Source_Download_Path) = %Local_Path_File%
[22:45:27] - > _XML_GetValue (/Profil/Game/Target_Value) = gameList/game
[22:45:27] - > _XML_GetValue (gameList/game[* = "./downloaded_images/Virtua Racing Deluxe (Europe)-image.jpg"]) = EMPTY
[22:45:28] - > File Downloaded : \\SYNO-SCREECH\Emulation\roms\sega32x\downloaded_images\Virtua Racing Deluxe (Europe)-image.jpg
[22:45:28] - > -In 1 try and 0.51s
[22:45:28] - > _XML_GetValue (/Profil/Element[8]/Target_Value) = gameList/game/image
[22:45:28] - > Write Value : image = ./downloaded_images/Virtua Racing Deluxe (Europe)-image.jpg
[22:45:28] - > _XML_GetValue (/Profil/Element[9]/Target_Type) = XML_Path
[22:45:28] - > _XML_GetValue (/Profil/Element[9]/Source_Type) = XML_Download
[22:45:28] - > _XML_GetValue (/Profil/Element[9]/Source_Value) = Data/jeu/medias/media_boxs/media_boxs2d/media_box2d_%COUNTRY%
[22:45:28] - > _XML_GetValue (/Profil/Country/Source_Value) = Data/jeu/region
[22:45:28] - > _XML_GetValue (Data/jeu/region) = Europe
[22:45:28] - > _XML_GetValue (Data/jeu/medias/media_boxs/media_boxs2d/media_box2d_eu) = http://www.screenscraper.fr/api/mediaJeu.php?devid=Screech&devpassword=Screech201601281533y&softname=UniversalXMLScraper(TestDev)&crc=&md5=&sha1=&systemeid=19&jeuid=12686&media=box-2D(europe)&mediaformat=png
[22:45:28] - > _XML_GetValue (/Profil/Element[9]/Source_Download_Tag) = -image
[22:45:28] - > _XML_GetValue (/Profil/Element[9]/Source_Download_Ext) = jpg
[22:45:28] - > _XML_GetValue (/Profil/Element[9]/Source_Download_Path) = %Local_Path_File%
[22:45:28] - > _XML_GetValue (/Profil/Game/Target_Value) = gameList/game
[22:45:28] - /!\ _XML_GetValue (gameList/game[* = "./downloaded_images/Virtua Racing Deluxe (Europe)-image.jpg"]) is not an Array
[22:45:28] - > _XML_GetValue (/Profil/Element[10]/Target_Type) = XML_Value
[22:45:28] - > _XML_GetValue (/Profil/Element[10]/Source_Type) = Fixe_Value
[22:45:28] - > _XML_GetValue (/Profil/Element[10]/Source_Value) = 
[22:45:28] - > _XML_GetValue (/Profil/Element[10]/Target_Value) = gameList/game/thumbnail
[22:45:28] - > Write Value : thumbnail = 
[22:45:28] - > _XML_GetValue (/Profil/Element[11]/Target_Type) = XML_Value_FORMAT
[22:45:28] - > _XML_GetValue (/Profil/Element[11]/Source_Type) = XML_Value
[22:45:28] - > _XML_GetValue (/Profil/Element[11]/Source_Value) = Data/jeu/note
[22:45:28] - > _XML_GetValue (Data/jeu/note) = 15
[22:45:28] - > _XML_GetValue (/Profil/Element[11]/Target_FORMAT) = %20on1%
[22:45:28] - > _XML_GetValue (/Profil/Element[11]/Target_Value) = gameList/game/rating
[22:45:28] - > Write Value : rating = 0.75
[22:45:28] - > _XML_GetValue (/Profil/Element[12]/Target_Type) = XML_Value_FORMAT
[22:45:28] - > _XML_GetValue (/Profil/Element[12]/Source_Type) = XML_Value
[22:45:28] - > _XML_GetValue (/Profil/Element[12]/Source_Value) = Data/jeu/dates/date_%COUNTRY%
[22:45:28] - > _XML_GetValue (/Profil/Country/Source_Value) = Data/jeu/region
[22:45:28] - > _XML_GetValue (Data/jeu/region) = Europe
[22:45:28] - > _XML_GetValue (Data/jeu/dates/date_eu) = 1994-12-04
[22:45:28] - > _XML_GetValue (/Profil/Element[12]/Target_FORMAT) = %ES_Date%
[22:45:28] - > _XML_GetValue (/Profil/Element[12]/Target_Value) = gameList/game/releasedate
[22:45:28] - > Write Value : releasedate = 19941204T000000
[22:45:28] - > _XML_GetValue (/Profil/Element[13]/Target_Type) = XML_Value
[22:45:28] - > _XML_GetValue (/Profil/Element[13]/Source_Type) = XML_Value
[22:45:28] - > _XML_GetValue (/Profil/Element[13]/Source_Value) = Data/jeu/developpeur
[22:45:28] - > _XML_GetValue (Data/jeu/developpeur) = Sega
[22:45:28] - > _XML_GetValue (/Profil/Element[13]/Target_Value) = gameList/game/developer
[22:45:28] - > Write Value : developer = Sega
[22:45:28] - > _XML_GetValue (/Profil/Element[14]/Target_Type) = XML_Value
[22:45:28] - > _XML_GetValue (/Profil/Element[14]/Source_Type) = XML_Value
[22:45:28] - > _XML_GetValue (/Profil/Element[14]/Source_Value) = Data/jeu/editeur
[22:45:28] - > _XML_GetValue (Data/jeu/editeur) = Sega
[22:45:28] - > _XML_GetValue (/Profil/Element[14]/Target_Value) = gameList/game/publisher
[22:45:28] - > Write Value : publisher = Sega
[22:45:28] - > _XML_GetValue (/Profil/Element[15]/Target_Type) = XML_Value
[22:45:28] - > _XML_GetValue (/Profil/Element[15]/Source_Type) = XML_Value
[22:45:28] - > _XML_GetValue (/Profil/Element[15]/Source_Value) = Data/jeu/genres/genres_%LANG%/genre_%LANG%
[22:45:28] - > _XML_GetValue (Data/jeu/genres/genres_fr/genre_fr) = Course, Conduite
[22:45:28] - > _XML_GetValue (/Profil/Element[15]/Target_Value) = gameList/game/genre
[22:45:28] - > Write Value : genre = Course, Conduite
[22:45:28] - > _XML_GetValue (/Profil/Element[16]/Target_Type) = XML_Value
[22:45:28] - > _XML_GetValue (/Profil/Element[16]/Source_Type) = XML_Value
[22:45:28] - > _XML_GetValue (/Profil/Element[16]/Source_Value) = Data/jeu/joueurs
[22:45:28] - > _XML_GetValue (Data/jeu/joueurs) = 1-2
[22:45:28] - > _XML_GetValue (/Profil/Element[16]/Target_Value) = gameList/game/players
[22:45:28] - > Write Value : players = 1-2
[22:45:28] - > _XML_GetValue (/Profil/Element[17]/Target_Type) = XML_Value
[22:45:28] - > _XML_GetValue (/Profil/Element[17]/Source_Type) = Fixe_Value
[22:45:28] - > _XML_GetValue (/Profil/Element[17]/Source_Value) = 
[22:45:28] - > _XML_GetValue (/Profil/Element[17]/Target_Value) = gameList/game/favorite
[22:45:28] - > Write Value : favorite = 
[22:45:28] - > _XML_GetValue (/Profil/Element[18]/Target_Type) = XML_Value
[22:45:28] - > _XML_GetValue (/Profil/Element[18]/Source_Type) = XML_Value
[22:45:28] - > _XML_GetValue (/Profil/Element[18]/Source_Value) = Data/jeu/region
[22:45:28] - > _XML_GetValue (Data/jeu/region) = Europe
[22:45:28] - > _XML_GetValue (/Profil/Element[18]/Target_Value) = gameList/game/region
[22:45:28] - > Write Value : region = Europe
[22:45:28] - > _XML_GetValue (/Profil/Element[19]/Target_Type) = XML_Value
[22:45:28] - > _XML_GetValue (/Profil/Element[19]/Source_Type) = Fixe_Value
[22:45:28] - > _XML_GetValue (/Profil/Element[19]/Source_Value) = 
[22:45:28] - > _XML_GetValue (/Profil/Element[19]/Target_Value) = gameList/game/romtype
[22:45:28] - > Write Value : romtype = 
[22:45:28] - > _XML_GetValue (/Profil/Element[20]/Target_Type) = XML_Value
[22:45:28] - > _XML_GetValue (/Profil/Element[20]/Source_Type) = Fixe_Value
[22:45:28] - > _XML_GetValue (/Profil/Element[20]/Source_Value) = 
[22:45:28] - > _XML_GetValue (/Profil/Element[20]/Target_Value) = gameList/game/hidden
[22:45:28] - > Write Value : hidden = 
[22:45:28] - > _XML_GetValue (/Profil/Element[21]/Target_Type) = EMPTY
[22:45:28] - --------------------------------------------------------------------------------
[22:45:28] - End Of Elements
[22:45:28] - --------------------------------------------------------------------------------
[22:45:28] - Virtua Racing Deluxe (Europe) scraped in 1.5s - FOUND
[22:45:28] - > World Series Baseball Starring Deion Sanders (USA) To Scrape ($vScrape_Mode=0)
[22:45:28] - Rom Info (World Series Baseball Starring Deion Sanders (USA).zip) Hash in 0.07s
[22:45:28] - > Size : 2124092
[22:45:28] - > CRC32 : 76650E77
[22:45:28] - > MD5 : 4C08828E19178367F80EE6664D1A9821
[22:45:28] - > SHA1 : 841C52D0D854087B0B17D38EEBDF7E9703D18C4C
[22:45:28] - --------------------------------------------------------------------------------
[22:45:28] - http://www.screenscraper.fr/api/jeuInfos.php?devid=Screech&devpassword=Screech201601281533y&softname=UniversalXMLScraper(TestDev)&output=xml&crc=76650E77&md5=4C08828E19178367F80EE6664D1A9821&sha1=2124092&systemeid=19&romtype=rom&romnom=World Series Baseball Starring Deion Sanders (USA)&romtaille=2124092
[22:45:28] - --------------------------------------------------------------------------------
[22:45:28] - > File Downloaded : C:\Developpement\Github\Universal-XML-Scraper2\TEMP\World Series Baseball Starring Deion Sanders (USA).xml
[22:45:28] - > -In 1 try and 0.26s
[22:45:28] - > _XML_GetValue (Profil/Game/Target_Value) = gameList/game
[22:45:28] - > Write Value : game = 
[22:45:28] - > _XML_GetValue (/Profil/Element[1]/Target_Type) = XML_Attribute
[22:45:28] - > _XML_GetValue (/Profil/Element[1]/Source_Type) = XML_Value
[22:45:28] - > _XML_GetValue (/Profil/Element[1]/Source_Value) = Data/jeu/id
[22:45:28] - > _XML_GetValue (Data/jeu/id) = 12701
[22:45:28] - > _XML_GetValue (/Profil/Element[1]/Target_Attribute_Name) = id
[22:45:28] - > _XML_GetValue (/Profil/Element[1]/Target_Value) = gameList/game
[22:45:28] - > _XML_GetValue (/Profil/Element[2]/Target_Type) = XML_Attribute
[22:45:28] - > _XML_GetValue (/Profil/Element[2]/Source_Type) = Fixe_Value
[22:45:28] - > _XML_GetValue (/Profil/Element[2]/Source_Value) = ScreenScraper
[22:45:28] - > _XML_GetValue (/Profil/Element[2]/Target_Attribute_Name) = source
[22:45:28] - > _XML_GetValue (/Profil/Element[2]/Target_Value) = gameList/game
[22:45:28] - > _XML_GetValue (/Profil/Element[3]/Target_Type) = XML_Value
[22:45:28] - > _XML_GetValue (/Profil/Element[3]/Source_Type) = Variable_Value
[22:45:28] - > _XML_GetValue (/Profil/Element[3]/Source_Value) = %XML_Rom_Path%
[22:45:28] - > _XML_GetValue (/Profil/Element[3]/Target_Value) = gameList/game/path
[22:45:28] - > Write Value : path = ./World Series Baseball Starring Deion Sanders (USA).zip
[22:45:29] - > _XML_GetValue (/Profil/Element[4]/Target_Type) = XML_Value
[22:45:29] - > _XML_GetValue (/Profil/Element[4]/Source_Type) = Fixe_Value
[22:45:29] - > _XML_GetValue (/Profil/Element[4]/Source_Value) = 
[22:45:29] - > _XML_GetValue (/Profil/Element[4]/Target_Value) = gameList/game/emulator
[22:45:29] - > Write Value : emulator = 
[22:45:29] - > _XML_GetValue (/Profil/Element[5]/Target_Type) = XML_Value
[22:45:29] - > _XML_GetValue (/Profil/Element[5]/Source_Type) = Fixe_Value
[22:45:29] - > _XML_GetValue (/Profil/Element[5]/Source_Value) = 
[22:45:29] - > _XML_GetValue (/Profil/Element[5]/Target_Value) = gameList/game/core
[22:45:29] - > Write Value : core = 
[22:45:29] - > _XML_GetValue (/Profil/Element[6]/Target_Type) = XML_Value
[22:45:29] - > _XML_GetValue (/Profil/Element[6]/Source_Type) = XML_Value
[22:45:29] - > _XML_GetValue (/Profil/Element[6]/Source_Value) = Data/jeu/noms/nom_%COUNTRY%
[22:45:29] - > _XML_GetValue (/Profil/Country/Source_Value) = Data/jeu/region
[22:45:29] - > _XML_GetValue (Data/jeu/region) = USA
[22:45:29] - > _XML_GetValue (Data/jeu/noms/nom_us) = World Series Baseball
[22:45:29] - > _XML_GetValue (/Profil/Element[6]/Target_Value) = gameList/game/name
[22:45:29] - > Write Value : name = World Series Baseball
[22:45:29] - > _XML_GetValue (/Profil/Element[7]/Target_Type) = XML_Value
[22:45:29] - > _XML_GetValue (/Profil/Element[7]/Source_Type) = XML_Value
[22:45:29] - > _XML_GetValue (/Profil/Element[7]/Source_Value) = Data/jeu/synopsis/synopsis_%LANG%
[22:45:29] - > _XML_GetValue (Data/jeu/synopsis/synopsis_fr) = World Series Baseball sur Megadrive 32X est un jeu de sport qui entraîne le joueur au coeur du championnat américain de base-ball. Doté de la licence MLBPA, le jeu permet de jouer avec 28 équipes américaines ainsi que 700 joueurs. Trois modes de jeu sont proposés : Entraînement, match d'exhibition ou championnat national.
[22:45:29] - > _XML_GetValue (/Profil/Element[7]/Target_Value) = gameList/game/desc
[22:45:29] - > Write Value : desc = World Series Baseball sur Megadrive 32X est un jeu de sport qui entraîne le joueur au coeur du championnat américain de base-ball. Doté de la licence MLBPA, le jeu permet de jouer avec 28 équipes américaines ainsi que 700 joueurs. Trois modes de jeu sont proposés : Entraînement, match d'exhibition ou championnat national.
[22:45:29] - > _XML_GetValue (/Profil/Element[8]/Target_Type) = XML_Path
[22:45:29] - > _XML_GetValue (/Profil/Element[8]/Source_Type) = XML_Download
[22:45:29] - > _XML_GetValue (/Profil/Element[8]/Source_Value) = Data/jeu/medias/media_screenshot
[22:45:29] - > _XML_GetValue (Data/jeu/medias/media_screenshot) = http://www.screenscraper.fr/api/mediaJeu.php?devid=Screech&devpassword=Screech201601281533y&softname=UniversalXMLScraper(TestDev)&crc=&md5=&sha1=&systemeid=19&jeuid=12701&media=ss&mediaformat=png
[22:45:29] - > _XML_GetValue (/Profil/Element[8]/Source_Download_Tag) = -image
[22:45:29] - > _XML_GetValue (/Profil/Element[8]/Source_Download_Ext) = jpg
[22:45:29] - > _XML_GetValue (/Profil/Element[8]/Source_Download_Path) = %Local_Path_File%
[22:45:29] - > _XML_GetValue (/Profil/Game/Target_Value) = gameList/game
[22:45:29] - > _XML_GetValue (gameList/game[* = "./downloaded_images/World Series Baseball Starring Deion Sanders (USA)-image.jpg"]) = EMPTY
[22:45:29] - > File Downloaded : \\SYNO-SCREECH\Emulation\roms\sega32x\downloaded_images\World Series Baseball Starring Deion Sanders (USA)-image.jpg
[22:45:29] - > -In 1 try and 0.52s
[22:45:29] - > _XML_GetValue (/Profil/Element[8]/Target_Value) = gameList/game/image
[22:45:29] - > Write Value : image = ./downloaded_images/World Series Baseball Starring Deion Sanders (USA)-image.jpg
[22:45:29] - > _XML_GetValue (/Profil/Element[9]/Target_Type) = XML_Path
[22:45:29] - > _XML_GetValue (/Profil/Element[9]/Source_Type) = XML_Download
[22:45:29] - > _XML_GetValue (/Profil/Element[9]/Source_Value) = Data/jeu/medias/media_boxs/media_boxs2d/media_box2d_%COUNTRY%
[22:45:29] - > _XML_GetValue (/Profil/Country/Source_Value) = Data/jeu/region
[22:45:29] - > _XML_GetValue (Data/jeu/region) = USA
